ages,anxiety_scores,any_breakup,argument_with_family,argument_with_family_time,betw_11_20_hr_work,betw_2_5_hr_work,betw_5_11_hr_work,borrow_money,breakup_date,change_in_personal_health,change_in_personal_health_time,change_major,change_major_months,change_major_year,college_year,conflict_with_faculty,conflict_with_faculty_time,conflict_with_friend,conflict_with_friend_time,conflict_with_roommate,conflict_with_roommate_time,conflict_with_student,conflict_with_student_time,current_job_start_date,death_close_family,death_close_family_time,death_close_friend,death_close_friend_time,divorce,divorce_time,do_not_work,dropped_class,dropped_class_time,eat_healthy_diet,eat_less,emergency_living_place,enjoy_being_at_school,family_health_change,family_health_time,family_seeing_freq,financial_support_from_loans,financial_support_from_parents,financial_support_from_self,first_gen,gender,gpa_current,gpa_last_sem_end,gpa_last_sem_start,grt_11_hr_work,grt_20_hr_work,laid_off,laid_off_time,less_2hr_work,living_dorm_shared,living_dorm_single,living_greek_shared,living_greek_single,living_off_campus_shared,living_off_campus_single,living_w_parents,lose_housing,majors,member_of_academic_clubs,member_of_academic_clubs_time,member_of_oncampus_clubs,member_of_oncampus_clubs_time,member_of_performing_arts,member_of_performing_arts_time,member_of_religious_club,member_of_religious_club_time,member_of_sports,member_of_sports_time,money_for_needs,months,nationality,on_probation,on_probation_time,overwhelmed_at_school,participate_in_social_good,participate_in_social_good_time,permanent_home,phq_final_get_along_with_people,phq_scores,race,rec_drugs,received_c_grade,received_c_grade_time,record_ids,seeing_family_recent_date,self_esteem_scores,si_grt_6_months_ago,si_less_month_ago,si_not_application,si_within_3_months,si_within_6_months,sleep_weekendnights_hrs,sleep_weeknights_hrs,smoke,someone_to_talk_to,spiritual_wellbeing,started_dating_time,suicide_ideation,talk_to_family_freq,time_stamps,trying_to_be_healthy,weekly_academic_work_hrs,weekly_research_work
20.0,5.0,1.0,1.0,2019-10-01,1,0,0,1.0,2019-08-08,0.0,,0.0,,,3,0.0,,0.0,,1.0,2019-09-09,0.0,,2018-01-01,0.0,,1.0,2018-10-30,0.0,,0,0.0,,2.0,1.0,0.0,0.0,0.0,,3.0,1,1,1,0.0,2.0,4.0,4.0,4.0,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,international relations,1.0,2017-09-09,0.0,,0.0,,0.0,,0.0,,0.0,5.0,US,0.0,,3.0,0.0,,2.0,3.0,18.0,1,1.0,0.0,,32,2019-09-29,7,0,0,0,0,0,6.0,4.0,0.0,1.0,0.0,,0.0,1.0,2019-10-02 16:45:08,2.0,4.0,0.0
21.0,9.0,1.0,0.0,,1,0,0,1.0,2019-09-22,0.0,,1.0,9.0,2.0,4,0.0,,0.0,,0.0,,0.0,,2019-10-03,0.0,,1.0,2019-04-04,0.0,,0,0.0,,2.0,0.0,1.0,3.0,0.0,,3.0,1,1,0,0.0,2.0,3.4,3.4,3.4,0,0,1.0,2017-10-10,0,0,0,0,0,1,0,0,0.0,neuroscience,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,7.0,American,0.0,,1.0,0.0,,2.0,0.0,3.0,2,1.0,1.0,2018-12-15,33,2019-09-22,25,1,0,0,0,0,3.0,3.0,0.0,1.0,3.0,2019-07-04,1.0,2.0,2019-10-02 16:58:19,2.0,4.0,1.0
20.0,7.0,0.0,0.0,,0,0,1,,,0.0,,0.0,,,3,0.0,,0.0,,0.0,,0.0,,2019-08-28,0.0,,0.0,,0.0,,0,0.0,,1.0,,,4.0,0.0,,2.0,0,1,0,0.0,2.0,3.7,3.37,3.73,0,0,0.0,,0,0,1,0,0,0,0,0,,neuroscience,0.0,,0.0,,0.0,,0.0,,0.0,,,8.0,,0.0,,2.0,1.0,2018-10-10,1.0,0.0,3.0,3,,1.0,2019-05-05,34,,22,0,0,0,0,0,4.0,3.0,0.0,,,,0.0,1.0,2019-10-02 17:06:30,,1.0,0.0
18.0,13.0,0.0,0.0,,0,0,0,1.0,,0.0,,1.0,8.0,0.0,2,0.0,,1.0,2019-09-23,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,0.0,1.0,1.0,4.0,1.0,2018-08-01,5.0,1,1,0,1.0,2.0,2.9,2.6,3.2,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,"biochemistry, business",1.0,2019-09-23,0.0,,0.0,,0.0,,0.0,,0.0,10.0,United States,0.0,,3.0,0.0,,3.0,2.0,17.0,3,0.0,1.0,2019-05-01,35,2019-08-22,15,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,,1.0,3.0,2019-10-03 12:41:06,0.0,0.0,0.0
20.0,9.0,0.0,0.0,,1,0,1,1.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,2019-09-01,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,3.0,0.0,,3.0,0,1,0,0.0,2.0,,4.0,,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,undeclared,0.0,,0.0,,1.0,2019-09-01,1.0,2019-01-20,0.0,,1.0,1.0,American,0.0,,1.0,1.0,2019-09-01,3.0,1.0,7.0,3,0.0,0.0,,36,2019-10-01,26,0,0,0,0,0,5.0,4.0,0.0,1.0,3.0,,0.0,1.0,2019-10-03 12:41:01,3.0,4.0,0.0
20.0,9.0,0.0,0.0,,0,1,0,1.0,,0.0,,1.0,,,3,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0,0.0,,3.0,0.0,1.0,3.0,0.0,,4.0,0,1,0,0.0,2.0,,,,0,0,0.0,,0,0,0,0,1,0,0,0,0.0,nan,0.0,,1.0,2017-09-11,0.0,,1.0,2018-01-20,0.0,,1.0,3.0,,0.0,,2.0,0.0,,3.0,1.0,6.0,3,1.0,0.0,,37,,17,0,0,0,0,0,3.0,3.0,0.0,1.0,3.0,2018-01-28,0.0,1.0,2019-10-03 15:44:10,3.0,,0.0
20.0,11.0,0.0,0.0,,0,1,0,1.0,,0.0,,0.0,,,3,0.0,,0.0,,0.0,,0.0,,2018-09-01,0.0,,0.0,,0.0,,0,1.0,,2.0,0.0,1.0,3.0,0.0,,4.0,0,1,0,0.0,2.0,3.72,3.72,3.71,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,mechanical engineering,1.0,2017-09-21,1.0,2017-09-14,0.0,,1.0,2017-09-13,0.0,,1.0,4.0,,0.0,,1.0,1.0,2017-09-13,3.0,0.0,4.0,3,1.0,0.0,,38,2019-08-16,17,0,0,0,1,0,3.0,4.0,0.0,1.0,2.0,2018-01-16,1.0,3.0,2019-10-03 15:51:00,2.0,,1.0
20.0,13.0,0.0,0.0,,0,1,0,0.0,,0.0,,0.0,,,3,0.0,,0.0,,0.0,,0.0,,2019-09-09,0.0,,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,3.0,1.0,2019-09-18,4.0,1,1,1,0.0,2.0,3.89,3.89,3.7,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,psychology,1.0,2019-04-30,0.0,,0.0,,0.0,,1.0,2017-08-30,1.0,7.0,American,0.0,,0.0,1.0,2017-08-30,3.0,1.0,7.0,1,0.0,0.0,,39,2019-09-28,27,0,0,0,0,0,4.0,3.0,0.0,1.0,3.0,2016-01-03,0.0,1.0,2019-10-03 16:42:11,2.0,3.0,1.0
21.0,10.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,4,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,3.0,0.0,1.0,4.0,0.0,,4.0,1,1,0,0.0,1.0,3.95,3.95,3.94,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,biomedical engineering,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,11.0,USA,0.0,,2.0,0.0,,1.0,0.0,4.0,1,1.0,0.0,,40,2019-11-07,24,0,0,0,0,0,4.0,3.0,0.0,1.0,2.0,2018-09-09,0.0,3.0,2019-10-03 17:12:32,2.0,4.0,1.0
33.0,9.0,0.0,0.0,,1,0,0,1.0,,0.0,,0.0,,,6,0.0,,0.0,,0.0,,0.0,,2018-01-17,0.0,,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,4.0,0.0,,5.0,1,0,0,0.0,2.0,3.96,4.0,4.0,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,mental health counseling,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,9.0,Venezuelan,0.0,,2.0,0.0,,1.0,0.0,5.0,1,0.0,0.0,,41,2019-08-19,19,0,0,0,0,0,3.0,1.0,0.0,1.0,2.0,2018-11-15,0.0,3.0,2019-10-03 17:46:42,2.0,0.0,0.0
18.0,13.0,1.0,0.0,,0,0,0,1.0,2019-03-07,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,2017-10-07,0.0,,0.0,,0.0,,1,0.0,,2.0,1.0,1.0,3.0,0.0,,3.0,0,0,1,1.0,2.0,3.9,3.9,3.9,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,spanish and political science,1.0,2019-09-06,0.0,,1.0,2019-09-06,0.0,,1.0,2019-09-06,1.0,4.0,American ,0.0,,1.0,0.0,,2.0,1.0,10.0,1,0.0,0.0,,42,2019-09-15,16,0,0,0,0,0,4.0,4.0,0.0,0.0,2.0,2019-08-27,0.0,2.0,2019-10-03 18:10:27,2.0,1.0,0.0
18.0,8.0,0.0,0.0,,0,0,1,1.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,2019-09-24,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,4.0,0.0,,4.0,1,1,0,0.0,2.0,Unknown,,,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,biology/premeditated track,1.0,2019-08-28,0.0,,1.0,2019-08-28,1.0,2019-08-28,0.0,,1.0,2.0,American,0.0,,2.0,0.0,,3.0,1.0,3.0,1,0.0,0.0,,43,2019-08-23,27,0,0,0,0,0,2.0,4.0,0.0,1.0,3.0,,0.0,1.0,2019-10-04 13:18:56,3.0,4.0,0.0
18.0,12.0,0.0,0.0,,0,0,1,1.0,,0.0,,1.0,3.0,0.0,2,0.0,,0.0,,0.0,,0.0,,2019-06-10,0.0,,0.0,,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,,1.0,0,1,0,0.0,2.0,3.68,3.68,3.54,0,0,0.0,,0,0,0,0,0,0,0,1,0.0,computational biology,0.0,,0.0,,0.0,,1.0,2018-09-01,0.0,,1.0,10.0,American,0.0,,3.0,1.0,2019-01-01,1.0,2.0,9.0,3,0.0,0.0,,44,2019-10-04,13,0,0,0,0,0,3.0,1.0,0.0,1.0,2.0,2019-11-15,0.0,1.0,2019-10-04 13:43:48,0.0,0.0,1.0
20.0,10.0,0.0,0.0,,0,0,1,1.0,,0.0,,0.0,,,3,0.0,,0.0,,0.0,,0.0,,2019-08-15,0.0,,1.0,2019-08-06,1.0,2019-06-04,0,0.0,,2.0,0.0,1.0,3.0,0.0,,5.0,0,1,0,0.0,2.0,3.6,3.5,3.4,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,environmental science,1.0,2017-09-30,0.0,,0.0,,1.0,2018-02-14,0.0,,1.0,2.0,American,0.0,,2.0,1.0,2017-08-23,3.0,1.0,6.0,1,0.0,0.0,,45,2019-07-28,16,0,0,0,0,0,2.0,4.0,0.0,1.0,1.0,,0.0,2.0,2019-10-04 16:15:09,2.0,3.0,0.0
21.0,13.0,1.0,0.0,,1,0,0,1.0,2019-03-22,0.0,,1.0,9.0,2.0,4,0.0,,1.0,2019-08-10,0.0,,0.0,,2017-08-30,1.0,2019-04-19,0.0,,0.0,,0,0.0,,1.0,1.0,1.0,3.0,0.0,,4.0,0,1,0,0.0,2.0,3.32,3.32,3.34,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,business and psychology,0.0,,0.0,,1.0,2016-09-14,0.0,,1.0,2016-09-14,1.0,7.0,Colombian American,0.0,,3.0,0.0,,2.0,1.0,9.0,3,1.0,1.0,2019-05-09,46,2019-08-22,19,0,0,0,0,0,5.0,4.0,0.0,1.0,0.0,2019-09-22,0.0,1.0,2019-10-07 11:23:46,2.0,2.0,0.0
21.0,17.0,0.0,1.0,2018-11-01,1,0,0,1.0,,0.0,,1.0,9.0,2.0,4,0.0,,0.0,,0.0,,0.0,,2019-09-01,0.0,,0.0,,0.0,,0,1.0,2019-03-15,1.0,1.0,0.0,1.0,1.0,2018-11-01,4.0,0,1,1,0.0,2.0,3.9,3.89,3.85,1,0,0.0,,0,0,0,0,0,1,0,0,0.0,"computational biology, japanese",1.0,2017-02-01,1.0,2017-02-01,0.0,,0.0,,1.0,2017-01-01,0.0,5.0,Chinese,0.0,,2.0,0.0,,4.0,1.0,9.0,3,0.0,0.0,,47,2019-08-26,15,0,0,0,0,0,2.0,4.0,0.0,1.0,2.0,,0.0,2.0,2019-10-07 12:54:46,2.0,4.0,1.0
18.0,8.0,1.0,1.0,2019-07-30,0,0,0,1.0,2019-08-25,0.0,,0.0,,,1,0.0,,1.0,2019-05-01,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,3.0,0.0,0.0,3.0,0.0,,4.0,1,1,0,0.0,2.0,3.1,3.9,3.9,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,digital media studies,0.0,,1.0,2019-08-26,0.0,,0.0,,0.0,,1.0,3.0,Puerto Rican,0.0,,1.0,0.0,,4.0,4.0,0.0,1,0.0,0.0,,48,2019-08-20,27,0,0,0,0,0,0.0,4.0,0.0,1.0,2.0,,0.0,1.0,2019-10-07 14:13:44,3.0,2.0,0.0
20.0,13.0,1.0,0.0,,0,0,0,1.0,2019-05-01,0.0,,0.0,,,3,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,1.0,2019-09-01,2.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,0.0,1.0,3.8,3.8,3.75,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,financial economics,0.0,,0.0,,0.0,,0.0,,1.0,2017-09-01,1.0,3.0,Korean,0.0,,2.0,0.0,,3.0,1.0,4.0,3,0.0,0.0,,49,,17,0,0,0,0,0,3.0,1.0,0.0,1.0,2.0,,0.0,2.0,2019-10-07 14:29:15,3.0,3.0,0.0
27.0,13.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,1.0,0.0,1.0,4.0,0.0,,4.0,0,0,1,1.0,2.0,3.9,3.9,3.9,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,cognitive neuroscience,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,8.0,Chinese,0.0,,3.0,0.0,,1.0,1.0,11.0,3,0.0,0.0,,50,2019-04-08,10,0,0,0,0,0,3.0,4.0,0.0,1.0,1.0,,0.0,3.0,2019-10-08 14:39:56,1.0,2.0,1.0
19.0,7.0,0.0,0.0,,0,0,0,1.0,,0.0,,1.0,0.0,0.0,2,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,4.0,0.0,,5.0,0,1,0,0.0,1.0,3.7,3.54,3.1,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,digital media studies and studio arts,0.0,,0.0,,0.0,,0.0,,1.0,2018-08-22,1.0,3.0,American,0.0,,1.0,0.0,,3.0,1.0,2.0,1,1.0,0.0,,51,,25,0,0,0,0,0,2.0,4.0,0.0,1.0,2.0,2018-12-09,0.0,2.0,2019-10-08 15:33:59,2.0,2.0,0.0
32.0,10.0,0.0,0.0,,1,0,0,1.0,,0.0,,0.0,,,6,0.0,,0.0,,0.0,,1.0,2019-08-23,2019-08-26,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,3.0,0.0,,5.0,1,0,0,0.0,2.0,3.6,3.6,3.7,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,strategy and marketing,1.0,2018-09-19,0.0,,0.0,,0.0,,0.0,,1.0,6.0,Russian,0.0,,2.0,0.0,,1.0,1.0,4.0,1,0.0,0.0,,52,2018-07-12,24,0,0,0,0,0,3.0,4.0,0.0,1.0,2.0,,0.0,2.0,2019-10-08 16:37:39,2.0,0.0,0.0
31.0,11.0,0.0,0.0,,1,0,0,1.0,,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,2019-08-26,0.0,,0.0,,0.0,,0,0.0,,3.0,0.0,1.0,4.0,0.0,,4.0,0,1,1,0.0,2.0,3.5,3.5,3.5,0,0,0.0,,0,0,0,0,0,0,1,0,0.0,mba,1.0,2018-08-30,0.0,,0.0,,0.0,,0.0,,1.0,8.0,Argentinean,0.0,,1.0,0.0,,1.0,0.0,2.0,1,1.0,0.0,,53,2019-08-24,24,0,0,0,0,0,2.0,3.0,0.0,1.0,3.0,2016-04-08,0.0,2.0,2019-10-09 13:21:30,3.0,0.0,0.0
29.0,13.0,1.0,1.0,2019-08-28,0,0,1,1.0,2019-06-01,0.0,,0.0,,,6,0.0,,0.0,,1.0,2019-05-01,0.0,,2019-06-20,0.0,,0.0,,0.0,,0,0.0,,0.0,1.0,1.0,3.0,0.0,,4.0,0,1,0,0.0,1.0,3.3,3.3,3.5,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,finance and marketing,0.0,,0.0,,0.0,,0.0,,1.0,2018-09-01,1.0,6.0,Indian,0.0,,2.0,0.0,,4.0,0.0,5.0,3,0.0,0.0,,54,2019-08-31,18,0,0,0,0,0,4.0,4.0,0.0,0.0,3.0,,0.0,2.0,2019-10-09 15:38:43,3.0,0.0,0.0
19.0,10.0,1.0,0.0,,0,0,0,1.0,2019-05-16,0.0,,0.0,,,2,0.0,,1.0,2019-05-16,0.0,,1.0,2019-06-06,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,3.0,0.0,,3.0,0,1,0,1.0,2.0,3.5,3.6,3.2,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,creative writing,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,7.0,American,0.0,,1.0,0.0,,2.0,1.0,8.0,1,0.0,0.0,,55,,20,0,0,0,0,0,4.0,1.0,0.0,1.0,3.0,2019-09-12,0.0,1.0,2019-10-10 13:36:06,2.0,2.0,0.0
19.0,9.0,0.0,0.0,,0,0,1,1.0,,1.0,2019-06-14,0.0,,,1,0.0,,0.0,,1.0,2019-11-14,0.0,,2019-09-23,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,3.0,0.0,,4.0,0,1,0,0.0,2.0,3.5,3.56,3.86,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,mirco biology (pre med),1.0,2019-09-20,0.0,,1.0,2019-09-11,0.0,,1.0,2019-09-19,1.0,6.0,American,0.0,,1.0,0.0,,3.0,1.0,5.0,1,1.0,0.0,,56,2019-10-06,28,0,0,0,0,0,4.0,3.0,0.0,1.0,3.0,2019-09-06,0.0,1.0,2019-10-10 15:19:48,3.0,4.0,0.0
19.0,16.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,0.0,2.0,3.8,,,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,"mech engineering, biology",0.0,,1.0,2019-09-18,1.0,2019-09-18,0.0,,0.0,,1.0,8.0,American,0.0,,1.0,0.0,,3.0,0.0,6.0,1,1.0,0.0,,57,2019-10-03,14,0,0,1,0,0,4.0,4.0,0.0,1.0,3.0,2017-05-04,1.0,1.0,2019-10-10 15:18:34,2.0,4.0,0.0
27.0,11.0,0.0,0.0,,0,0,1,1.0,,1.0,2019-12-21,0.0,,,2,0.0,,0.0,,0.0,,0.0,,2019-10-07,0.0,,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,4.0,1.0,2019-08-14,5.0,1,0,1,1.0,1.0,3.3,3.3,3.2,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,business administration,1.0,2019-03-19,0.0,,0.0,,0.0,,0.0,,0.0,9.0,India,0.0,,2.0,0.0,,1.0,0.0,5.0,3,1.0,0.0,,58,2018-07-09,22,0,0,0,0,0,2.0,4.0,0.0,1.0,2.0,2018-09-19,0.0,2.0,2019-10-10 16:43:54,3.0,1.0,0.0
29.0,12.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,6,0.0,,0.0,,0.0,,0.0,,2019-09-01,1.0,2018-09-12,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,4.0,0.0,,4.0,1,1,1,0.0,2.0,3.4,3.4,3.4,0,0,0.0,,1,0,0,0,0,1,0,0,0.0,mba,1.0,2018-09-01,0.0,,0.0,,0.0,,0.0,,1.0,0.0,Peruvian,0.0,,1.0,0.0,,1.0,4.0,1.0,3,1.0,0.0,,59,2019-03-20,30,0,0,0,0,0,4.0,1.0,0.0,1.0,2.0,2018-09-01,0.0,2.0,2019-10-10 16:43:47,2.0,1.0,0.0
18.0,11.0,0.0,1.0,2019-09-21,0,0,0,1.0,,0.0,,0.0,,,1,0.0,,1.0,2019-10-03,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,4.0,1.0,2019-04-10,4.0,1,0,0,0.0,2.0,3.82,3.82,3.5,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,french,1.0,2019-09-30,1.0,2019-09-27,0.0,,0.0,,0.0,,1.0,1.0,American,0.0,,1.0,0.0,,3.0,1.0,12.0,1,1.0,1.0,2019-06-11,60,2019-09-21,26,0,0,1,0,0,5.0,4.0,0.0,1.0,3.0,,1.0,3.0,2019-10-11 13:06:26,2.0,1.0,0.0
19.0,11.0,0.0,1.0,2019-08-06,0,0,1,1.0,,1.0,2018-11-16,0.0,,,2,0.0,,0.0,,0.0,,0.0,,2019-08-14,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,4.0,0.0,,4.0,1,0,0,1.0,1.0,2.0,1.06,0.5,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,brain and cognitive science,1.0,2019-02-04,0.0,,0.0,,0.0,,0.0,,1.0,0.0,American,1.0,2018-01-15,3.0,0.0,,3.0,1.0,19.0,1,0.0,1.0,2019-05-05,61,2019-08-06,15,0,1,0,0,0,3.0,4.0,0.0,1.0,2.0,2019-03-15,1.0,3.0,2019-10-15 13:54:13,2.0,4.0,0.0
20.0,13.0,1.0,0.0,,0,0,0,0.0,2019-01-21,1.0,2019-08-27,1.0,,1.0,2,0.0,,0.0,,1.0,2018-11-12,0.0,,,0.0,,0.0,,1.0,2019-02-18,1,1.0,2019-09-30,1.0,0.0,1.0,4.0,0.0,,5.0,1,0,0,1.0,2.0,2.38,2.26,2.33,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,economics,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7.0,Honduran,0.0,,3.0,0.0,,3.0,2.0,11.0,1,0.0,1.0,2019-04-15,62,2018-06-30,14,0,1,0,0,0,2.0,4.0,0.0,1.0,1.0,,1.0,3.0,2019-10-16 13:19:33,1.0,0.0,0.0
25.0,17.0,1.0,0.0,,0,1,0,1.0,2019-09-25,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,2019-09-10,0.0,,0.0,,0.0,,0,1.0,2019-03-15,1.0,0.0,1.0,4.0,0.0,,5.0,0,0,1,0.0,2.0,3.67,3.67,3.67,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,optics,1.0,2019-10-10,0.0,,0.0,,0.0,,0.0,,1.0,1.0,Indonesian,0.0,,2.0,0.0,,4.0,2.0,14.0,3,0.0,0.0,,63,2018-08-09,21,0,0,0,0,0,3.0,1.0,0.0,1.0,1.0,,0.0,1.0,2019-10-16 15:46:50,2.0,4.0,1.0
19.0,13.0,1.0,1.0,2019-07-22,0,0,1,1.0,2019-08-20,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,2019-09-03,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,3.0,0.0,,4.0,0,1,0,0.0,1.0,3.3,3.25,3.33,0,0,0.0,,0,0,1,0,0,0,0,0,1.0,economics and business,1.0,2018-10-01,0.0,,1.0,2018-10-01,0.0,,0.0,,1.0,9.0,Brazilian,0.0,,1.0,0.0,,4.0,1.0,6.0,3,1.0,0.0,,64,2019-08-10,21,0,0,0,0,0,5.0,4.0,0.0,1.0,2.0,2019-09-12,0.0,1.0,2019-10-17 10:28:56,2.0,2.0,0.0
19.0,15.0,0.0,1.0,2019-09-16,0,0,0,1.0,,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,1.0,2019-09-24,2.0,1.0,0.0,1.0,0.0,,5.0,1,0,1,0.0,2.0,3.9,3.9,3.9,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,english,1.0,2019-09-12,0.0,,1.0,2019-09-06,1.0,2019-08-30,0.0,,0.0,0.0,,0.0,,3.0,1.0,2019-09-05,2.0,2.0,25.0,3,0.0,0.0,,65,2019-08-22,10,0,1,0,1,0,5.0,4.0,0.0,0.0,2.0,,1.0,1.0,2019-10-18 13:11:27,2.0,2.0,0.0
18.0,11.0,0.0,0.0,,0,0,0,0.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,1.0,1.0,1.0,4.0,0.0,,4.0,1,1,0,1.0,2.0,3.0,4.2,4.1,0,0,0.0,,0,1,0,0,0,0,0,0,1.0,mechanical engineering,1.0,2019-09-15,0.0,,1.0,2019-10-01,0.0,,0.0,,0.0,3.0,American,0.0,,2.0,0.0,,3.0,1.0,10.0,3,0.0,1.0,2019-09-30,66,2019-08-21,20,0,0,0,0,0,3.0,4.0,0.0,1.0,2.0,,0.0,2.0,2019-10-18 13:15:26,1.0,1.0,0.0
22.0,8.0,0.0,0.0,,1,0,0,1.0,,0.0,,0.0,,,3,0.0,,0.0,,0.0,,0.0,,2017-09-30,0.0,,0.0,,0.0,,0,1.0,2019-02-19,1.0,1.0,1.0,4.0,0.0,,4.0,0,0,1,1.0,3.0,3.2,3.1,2.8,0,0,0.0,,0,0,1,0,0,0,0,0,1.0,psychology,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7.0,Czech,1.0,2018-10-11,3.0,0.0,,4.0,2.0,16.0,1,1.0,1.0,2018-12-13,67,2019-08-20,10,0,1,0,0,0,4.0,1.0,1.0,1.0,2.0,,1.0,2.0,2019-10-21 15:26:49,1.0,0.0,0.0
