ages,anxiety_scores,any_breakup,argument_with_family,argument_with_family_time,betw_11_20_hr_work,betw_2_5_hr_work,betw_5_11_hr_work,borrow_money,breakup_date,change_in_personal_health,change_in_personal_health_time,change_major,change_major_months,change_major_year,college_year,conflict_with_faculty,conflict_with_faculty_time,conflict_with_friend,conflict_with_friend_time,conflict_with_roommate,conflict_with_roommate_time,conflict_with_student,conflict_with_student_time,current_job_start_date,death_close_family,death_close_family_time,death_close_friend,death_close_friend_time,divorce,divorce_time,do_not_work,dropped_class,dropped_class_time,eat_healthy_diet,eat_less,emergency_living_place,enjoy_being_at_school,family_health_change,family_health_time,family_seeing_freq,financial_support_from_loans,financial_support_from_parents,financial_support_from_self,first_gen,gender,gpa_current,gpa_last_sem_end,gpa_last_sem_start,grt_11_hr_work,grt_20_hr_work,laid_off,laid_off_time,less_2hr_work,living_dorm_shared,living_dorm_single,living_greek_shared,living_greek_single,living_off_campus_shared,living_off_campus_single,living_w_parents,lose_housing,majors,member_of_academic_clubs,member_of_academic_clubs_time,member_of_oncampus_clubs,member_of_oncampus_clubs_time,member_of_performing_arts,member_of_performing_arts_time,member_of_religious_club,member_of_religious_club_time,member_of_sports,member_of_sports_time,money_for_needs,months,nationality,on_probation,on_probation_time,overwhelmed_at_school,participate_in_social_good,participate_in_social_good_time,permanent_home,phq_final_get_along_with_people,phq_scores,race,rec_drugs,received_c_grade,received_c_grade_time,record_ids,seeing_family_recent_date,self_esteem_scores,si_grt_6_months_ago,si_less_month_ago,si_not_application,si_within_3_months,si_within_6_months,sleep_weekendnights_hrs,sleep_weeknights_hrs,smoke,someone_to_talk_to,spiritual_wellbeing,started_dating_time,suicide_ideation,talk_to_family_freq,time_stamps,trying_to_be_healthy,weekly_academic_work_hrs,weekly_research_work
28.0,9.0,0.0,0.0,,0,0,0,0.0,,0.0,,0.0,,,6,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,3.0,0.0,1.0,3.0,0.0,,5.0,0,1,0,1.0,2.0,3.6,3.5,3.7,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,computer science,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,7.0,Chinese,0.0,,1.0,0.0,,4.0,4.0,0.0,3,0.0,0.0,,68,,0,0,0,0,0,0,3.0,4.0,0.0,1.0,3.0,,0.0,2.0,2019-10-22 10:34:06,3.0,4.0,1.0
18.0,15.0,1.0,1.0,2019-08-18,1,0,0,1.0,2019-09-18,1.0,2019-04-18,0.0,,,1,0.0,,0.0,,0.0,,0.0,,2019-09-08,0.0,,1.0,2019-08-15,0.0,,0,0.0,,3.0,1.0,1.0,4.0,1.0,2019-02-06,3.0,0,1,0,0.0,2.0,3.8,3.9,3.9,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,biomedical engineering,1.0,2019-09-18,1.0,2019-10-09,0.0,,0.0,,1.0,2019-09-10,1.0,6.0,,0.0,,1.0,1.0,2019-09-05,1.0,1.0,11.0,1,1.0,0.0,,69,2019-10-20,16,0,0,0,0,0,2.0,4.0,0.0,1.0,3.0,,0.0,1.0,2019-10-23 11:46:05,3.0,3.0,0.0
20.0,11.0,1.0,0.0,,0,1,0,1.0,2019-09-01,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,2019-08-26,0.0,,0.0,,0.0,,0,0.0,,3.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,1.0,1.0,3.5,3.5,3.3,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,business finance,1.0,2018-09-01,0.0,,0.0,,0.0,,0.0,,1.0,2.0,Kazakh,0.0,,2.0,1.0,2019-08-26,4.0,0.0,3.0,3,1.0,0.0,,70,2019-08-25,26,0,0,0,0,0,4.0,4.0,0.0,1.0,2.0,,0.0,1.0,2019-10-23 13:41:06,2.0,2.0,0.0
20.0,11.0,0.0,0.0,,0,0,1,1.0,,0.0,,1.0,3.0,1.0,3,0.0,,0.0,,0.0,,0.0,,2019-08-28,0.0,,0.0,,0.0,,0,1.0,2019-08-31,1.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,0.0,2.0,3.86,3.86,3.72,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,"bcs, spanish",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,South korean,0.0,,1.0,0.0,,3.0,0.0,4.0,3,0.0,0.0,,71,2019-08-23,19,0,0,0,0,0,5.0,4.0,0.0,1.0,2.0,,0.0,1.0,2019-10-23 17:26:12,2.0,1.0,1.0
24.0,12.0,0.0,1.0,2019-09-15,0,0,0,1.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,1.0,2019-09-09,2.0,0.0,0.0,3.0,1.0,2019-10-10,5.0,0,1,1,0.0,1.0,3.7,3.0,,0,0,0.0,,0,0,0,0,0,0,1,0,0.0,optics,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,7.0,Indian,0.0,,1.0,1.0,2019-09-10,4.0,1.0,6.0,3,0.0,0.0,,72,2019-08-30,18,0,0,0,0,0,2.0,4.0,0.0,1.0,3.0,2019-01-06,0.0,1.0,2019-10-24 12:47:55,3.0,4.0,1.0
19.0,13.0,0.0,1.0,2019-10-13,0,0,0,0.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,1.0,2019-10-11,,0.0,,0.0,,0.0,,1,1.0,2019-09-03,1.0,0.0,1.0,4.0,1.0,2019-08-18,5.0,0,1,0,1.0,1.0,,,,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,biomedical engineering,1.0,2019-09-09,0.0,,0.0,,0.0,,0.0,,1.0,4.0,Vietnamese,0.0,,1.0,0.0,,4.0,1.0,6.0,3,0.0,0.0,,73,2019-08-18,19,0,0,0,0,0,4.0,4.0,0.0,1.0,2.0,,0.0,2.0,2019-10-25 17:09:18,1.0,2.0,0.0
20.0,10.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,0.0,2.0,3.45,3.44,3.35,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,biomedical engineering,1.0,2019-09-03,0.0,,0.0,,0.0,,1.0,2018-08-15,1.0,9.0,American/From United States,0.0,,1.0,0.0,,3.0,4.0,0.0,1,1.0,0.0,,74,2019-10-01,25,0,0,0,0,0,3.0,1.0,0.0,1.0,2.0,,0.0,2.0,2019-10-28 11:32:26,3.0,2.0,0.0
19.0,9.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,3.0,0.0,,4.0,0,1,0,0.0,2.0,3.66,3.68,3.64,0,0,0.0,,0,0,0,1,0,0,0,0,0.0,statistics,1.0,2018-09-25,0.0,,0.0,,0.0,,0.0,,1.0,2.0,American,0.0,,1.0,0.0,,3.0,0.0,1.0,1,1.0,0.0,,75,2019-10-11,26,0,0,0,0,0,3.0,4.0,0.0,1.0,3.0,2018-02-23,0.0,3.0,2019-10-28 12:23:17,2.0,4.0,0.0
21.0,12.0,0.0,0.0,,0,0,1,1.0,,0.0,,1.0,8.0,0.0,2,0.0,,0.0,,0.0,,0.0,,2019-09-01,0.0,,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,4.0,0.0,,4.0,0,0,1,1.0,1.0,3.5,3.7,3.3,0,0,0.0,,0,0,1,0,0,0,0,0,1.0,optical engineering & computer science,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7.0,Serbian,0.0,,2.0,0.0,,4.0,2.0,16.0,1,0.0,0.0,,76,2019-08-20,17,0,0,0,0,0,3.0,4.0,0.0,1.0,2.0,2019-04-10,0.0,1.0,2019-10-28 12:24:50,3.0,4.0,1.0
20.0,11.0,0.0,0.0,,0,1,0,1.0,,0.0,,0.0,,,2,0.0,,1.0,2019-03-21,0.0,,0.0,,2019-09-05,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,0.0,4.0,0.0,,5.0,0,1,0,0.0,2.0,4.0,4.0,4.0,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,biomedical engineering,0.0,,0.0,,1.0,2019-03-01,0.0,,1.0,2018-09-01,1.0,4.0,Chinese,0.0,,2.0,0.0,,4.0,1.0,8.0,3,0.0,0.0,,77,2019-08-23,19,0,1,0,0,0,4.0,4.0,0.0,1.0,2.0,2017-01-23,1.0,1.0,2019-10-28 17:17:32,2.0,4.0,0.0
24.0,9.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,6,0.0,,0.0,,0.0,,0.0,,,1.0,2019-04-17,0.0,,0.0,,1,0.0,,2.0,1.0,1.0,4.0,0.0,,5.0,0,0,1,0.0,2.0,4.0,This is my first semester,This is my first semester,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,mental health counseling,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,6.0,Pakistani,0.0,,2.0,0.0,,4.0,4.0,1.0,3,0.0,0.0,,78,,30,0,0,0,0,0,1.0,4.0,0.0,1.0,2.0,2015-03-10,0.0,1.0,2019-10-29 14:50:55,3.0,4.0,0.0
20.0,12.0,1.0,1.0,2019-05-17,1,0,0,1.0,2019-01-02,0.0,,1.0,0.0,1.0,3,0.0,,0.0,,1.0,2019-04-20,0.0,,2019-09-09,0.0,,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,4.0,1.0,2019-10-04,3.0,1,1,0,0.0,2.0,2.94,3.14,2.87,0,0,0.0,,0,0,1,0,0,0,0,0,0.0,electrical and computer engineering,1.0,2017-10-08,0.0,,0.0,,0.0,,0.0,,0.0,9.0,American,0.0,,3.0,1.0,2018-03-31,2.0,1.0,13.0,3,0.0,1.0,2019-05-11,79,2019-10-15,20,0,0,0,0,0,3.0,1.0,0.0,1.0,2.0,,0.0,2.0,2019-10-30 12:35:51,1.0,4.0,0.0
24.0,7.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,6,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,1.0,0.0,1.0,4.0,0.0,,5.0,0,1,0,1.0,2.0,3.44,3.44,3.27,0,0,0.0,,0,1,1,0,0,0,0,0,0.0,finance,1.0,2019-08-14,0.0,,0.0,,0.0,,0.0,,1.0,10.0,China,0.0,,2.0,1.0,2019-08-01,4.0,0.0,5.0,3,0.0,0.0,,80,,26,0,0,0,0,0,6.0,4.0,0.0,1.0,2.0,,0.0,1.0,2019-10-30 12:38:03,1.0,2.0,0.0
25.0,18.0,,,,0,0,0,,,,,0.0,,,6,,,,,,,,,,,,,,,,1,,,2.0,,,4.0,,,4.0,1,0,1,0.0,2.0,3.06,3.0,,0,0,,,0,0,0,0,0,1,0,0,,mba,,,,,,,,,,,,0.0,USA,,,3.0,,,3.0,2.0,15.0,2,1.0,,,81,,11,0,0,0,0,0,4.0,4.0,0.0,,3.0,,0.0,1.0,,1.0,4.0,0.0
,0.0,,,,0,0,0,,,,,,,,7,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,3.0,,,,0,0,,,0,0,0,0,0,0,0,0,,nan,,,,,,,,,,,,,,,,,,,,,0.0,2,,,,82,,0,0,0,0,0,0,,,,,,,,,,,,
18.0,13.0,0.0,0.0,,0,0,0,1.0,,1.0,2019-07-10,0.0,,,1,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,1.0,2018-05-09,1,0.0,,2.0,0.0,1.0,4.0,0.0,,3.0,1,0,0,1.0,2.0,3.5,3.78,3.72,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,optical engineering,0.0,,1.0,2019-09-01,0.0,,0.0,,1.0,2019-08-28,1.0,2.0,United States,0.0,,1.0,0.0,,2.0,1.0,9.0,1,0.0,0.0,,83,2019-10-13,19,0,0,0,0,0,3.0,4.0,0.0,1.0,1.0,,0.0,2.0,2019-10-31 17:21:28,2.0,4.0,0.0
21.0,13.0,1.0,0.0,,0,0,0,1.0,2019-04-26,0.0,,0.0,,,3,0.0,,1.0,2019-08-13,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,4.0,0.0,,4.0,0,1,1,0.0,3.0,3.43,3.50,3.50,0,0,1.0,2019-03-20,0,0,0,0,0,1,0,0,0.0,political science,1.0,2019-08-21,0.0,,0.0,,0.0,,0.0,,1.0,6.0,American,0.0,,1.0,0.0,,1.0,0.0,5.0,3,0.0,0.0,,84,,24,0,0,0,0,0,2.0,4.0,0.0,1.0,2.0,,0.0,2.0,2019-11-01 11:44:02,2.0,1.0,0.0
18.0,7.0,0.0,0.0,,0,1,0,1.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,2019-09-01,0.0,,0.0,,0.0,,0,0.0,,3.0,0.0,1.0,3.0,0.0,,3.0,0,1,1,1.0,2.0,4.0,4.0,4.0,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,neuroscience,1.0,2019-08-28,1.0,2019-08-28,1.0,2019-08-28,1.0,2019-08-28,1.0,2019-08-28,1.0,0.0,American,0.0,,2.0,0.0,,2.0,4.0,0.0,1,0.0,0.0,,85,2019-10-15,30,0,0,0,0,0,4.0,3.0,0.0,1.0,3.0,,0.0,1.0,2019-11-01 11:48:59,3.0,3.0,0.0
21.0,9.0,1.0,0.0,,0,0,1,1.0,2019-07-10,0.0,,0.0,,,6,0.0,,1.0,2019-01-30,0.0,,0.0,,2019-08-04,0.0,,1.0,2018-12-12,0.0,,0,0.0,,1.0,0.0,1.0,3.0,0.0,,4.0,0,1,0,1.0,2.0,4.0,3.87,3.85,0,0,0.0,,0,0,0,0,1,0,0,0,0.0,mental health counseling,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,5.0,American,0.0,,3.0,0.0,,2.0,0.0,1.0,1,0.0,0.0,,86,2019-09-29,30,0,0,0,0,0,3.0,3.0,0.0,1.0,3.0,2017-09-14,0.0,1.0,2019-11-04 11:27:24,2.0,4.0,1.0
20.0,4.0,0.0,1.0,2019-10-22,1,0,0,1.0,,1.0,2019-10-12,1.0,,,3,0.0,,1.0,2019-10-20,0.0,,0.0,,2019-08-28,0.0,,0.0,,0.0,,0,1.0,2019-09-25,3.0,1.0,1.0,1.0,0.0,,3.0,0,0,1,1.0,3.0,3.0,3.5,3.3,0,0,0.0,,0,0,1,0,0,0,0,0,1.0,film and media studies,0.0,,0.0,,0.0,,0.0,,1.0,2017-09-02,1.0,4.0,United States of America,0.0,,3.0,0.0,,2.0,2.0,12.0,2,0.0,1.0,2019-05-15,87,2019-10-22,12,0,0,0,0,1,5.0,4.0,0.0,1.0,1.0,2019-12-01,1.0,2.0,2019-11-04 12:03:56,1.0,1.0,0.0
21.0,11.0,0.0,0.0,,0,0,1,1.0,,0.0,,1.0,9.0,2.0,4,0.0,,0.0,,1.0,2019-09-01,0.0,,2018-11-17,0.0,,0.0,,0.0,,0,1.0,2019-02-01,1.0,1.0,1.0,3.0,1.0,2019-10-24,4.0,0,1,0,0.0,2.0,4.0,3.89,3.87,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,"bcs, psy",1.0,2018-09-05,0.0,,0.0,,0.0,,0.0,,0.0,11.0,Chinese,0.0,,1.0,0.0,,4.0,1.0,13.0,3,1.0,0.0,,88,2019-07-22,13,0,0,0,0,0,4.0,4.0,0.0,1.0,0.0,,0.0,2.0,2019-11-05 14:18:37,1.0,2.0,1.0
19.0,15.0,1.0,0.0,,0,0,1,1.0,2019-08-24,1.0,2019-07-10,0.0,,,2,0.0,,1.0,2019-06-06,0.0,,0.0,,2019-05-01,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,1.0,0.0,,4.0,0,1,0,1.0,2.0,3.8,3.8,3.85,0,0,0.0,,0,0,1,0,1,0,0,0,0.0,bioethics,1.0,2018-09-04,1.0,2019-09-03,0.0,,0.0,,1.0,2019-10-30,1.0,4.0,American,0.0,,1.0,0.0,,3.0,1.0,13.0,1,1.0,0.0,,89,2019-10-15,15,0,0,0,0,1,3.0,1.0,0.0,1.0,2.0,,1.0,2.0,2019-11-05 14:14:52,2.0,0.0,0.0
24.0,12.0,0.0,0.0,,0,0,1,1.0,,0.0,,1.0,3.0,0.0,2,0.0,,0.0,,0.0,,0.0,,2019-11-01,0.0,,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,4.0,0.0,,2.0,0,1,0,0.0,1.0,4,4,4,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,bio,1.0,2018-11-15,0.0,,0.0,,0.0,,0.0,,0.0,2.0,Vietnamese,0.0,,2.0,1.0,2019-01-16,4.0,1.0,4.0,3,0.0,0.0,,90,2019-09-05,21,0,0,0,0,0,6.0,4.0,0.0,1.0,2.0,,0.0,2.0,2019-11-05 16:44:00,2.0,3.0,0.0
19.0,9.0,0.0,0.0,,0,0,0,1.0,,1.0,2019-01-08,0.0,,,2,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,1.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,0.0,1.0,3.9,3.9,3.93,0,0,0.0,,0,0,0,1,0,0,0,0,0.0,optical engineering,1.0,2018-09-01,0.0,,0.0,,0.0,,1.0,2019-09-01,1.0,7.0,American,0.0,,1.0,0.0,,3.0,1.0,9.0,1,1.0,0.0,,91,,19,1,0,0,0,0,5.0,1.0,,1.0,3.0,,1.0,2.0,2019-11-07 15:38:59,2.0,3.0,0.0
19.0,13.0,1.0,0.0,,0,0,0,1.0,2019-06-01,0.0,,1.0,10.0,1.0,2,0.0,,1.0,2019-05-01,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,4.0,0.0,,4.0,1,1,0,0.0,1.0,3.5,3.41,3.16,0,0,0.0,,0,0,0,1,0,0,0,0,0.0,optical engineering,0.0,,0.0,,0.0,,1.0,2019-08-26,1.0,2019-09-01,1.0,0.0,American,0.0,,2.0,0.0,,3.0,1.0,7.0,1,1.0,0.0,,92,2019-10-15,17,0,0,0,0,0,3.0,1.0,0.0,0.0,3.0,,0.0,2.0,2019-11-07 15:42:28,2.0,4.0,1.0
20.0,12.0,0.0,1.0,2018-10-09,0,0,0,1.0,,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,2019-06-10,0.0,,0.0,,0.0,,1,0.0,,3.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,0.0,1.0,3.75,3.54,3.5,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,economics,0.0,,0.0,,1.0,2018-09-10,0.0,,0.0,,1.0,10.0,Haitian,0.0,,3.0,0.0,,4.0,1.0,9.0,2,0.0,0.0,,93,2019-08-23,25,0,1,0,0,0,1.0,4.0,0.0,1.0,3.0,,1.0,3.0,2019-11-11 15:35:18,3.0,4.0,0.0
21.0,6.0,1.0,1.0,2019-08-04,0,0,0,1.0,2019-05-30,0.0,,1.0,0.0,0.0,3,0.0,,1.0,2019-10-27,0.0,,1.0,2019-10-27,2019-10-19,1.0,2019-10-22,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,4.0,0.0,,4.0,1,1,1,0.0,2.0,3.57,3.57,3.67,1,0,0.0,,0,0,1,0,0,0,0,0,1.0,english (theater),0.0,,0.0,,1.0,2019-01-24,0.0,,0.0,,0.0,10.0,Puerto Rican,0.0,,3.0,0.0,,3.0,1.0,19.0,3,1.0,0.0,,94,2019-08-11,20,0,0,0,0,1,6.0,1.0,0.0,1.0,3.0,2019-08-23,1.0,1.0,2019-11-12 15:59:40,0.0,2.0,1.0
18.0,14.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,1,0.0,,1.0,2019-01-09,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,2.0,1.0,1.0,3.0,0.0,,5.0,0,1,0,1.0,2.0,3.9,,,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,computer science and business,1.0,2019-09-19,0.0,,0.0,,0.0,,0.0,,0.0,10.0,Nigerian,0.0,,3.0,1.0,2019-09-09,4.0,1.0,10.0,2,0.0,0.0,,95,2019-08-08,16,0,0,0,0,0,0.0,4.0,0.0,0.0,2.0,,0.0,1.0,2019-11-13 10:44:18,2.0,4.0,0.0
21.0,13.0,0.0,1.0,2019-06-12,0,0,0,0.0,,1.0,2019-02-13,0.0,,,4,0.0,,1.0,2019-09-21,0.0,,0.0,,2019-10-04,1.0,2019-02-27,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,4.0,1.0,2019-06-12,4.0,1,1,1,1.0,1.0,3.21,3.57,3.19,0,1,0.0,,0,0,0,0,0,1,0,0,1.0,psychology,1.0,2019-08-28,0.0,,0.0,,0.0,,0.0,,1.0,4.0,American,0.0,,2.0,1.0,2017-05-17,2.0,1.0,16.0,2,1.0,0.0,,96,2019-06-14,9,1,0,0,0,0,3.0,3.0,0.0,0.0,1.0,,1.0,2.0,2019-11-14 12:47:25,2.0,1.0,1.0
18.0,14.0,0.0,1.0,2019-11-10,0,0,0,1.0,,0.0,,0.0,,,1,0.0,,1.0,2019-11-12,1.0,2019-10-28,0.0,,2019-11-13,0.0,,0.0,,0.0,,0,0.0,,2.0,1.0,1.0,1.0,0.0,,4.0,1,1,1,0.0,2.0,3.5,3.5,3.5,1,0,0.0,,0,1,0,0,0,0,0,0,1.0,asl,0.0,,0.0,,1.0,2019-09-14,1.0,2019-09-20,0.0,,1.0,7.0,American,1.0,2019-11-10,3.0,0.0,,2.0,1.0,7.0,2,1.0,0.0,,97,2019-08-21,16,0,0,0,0,1,2.0,3.0,0.0,0.0,2.0,,1.0,2.0,2019-11-14 14:20:34,2.0,2.0,0.0
18.0,8.0,0.0,0.0,,0,0,0,1.0,,0.0,,1.0,10.0,0.0,1,0.0,,0.0,,1.0,2019-09-09,1.0,2019-09-14,,1.0,2019-03-16,0.0,,0.0,,1,1.0,2019-09-09,1.0,0.0,1.0,1.0,0.0,,4.0,0,1,1,0.0,2.0,3.5,4.2,4.1,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,spanish,0.0,,0.0,,1.0,2019-09-02,0.0,,1.0,2019-09-09,1.0,10.0,American,0.0,,2.0,1.0,2019-09-16,3.0,0.0,1.0,2,0.0,0.0,,98,2019-08-22,29,0,0,0,0,0,4.0,4.0,0.0,1.0,3.0,,0.0,3.0,2019-11-14 16:12:07,3.0,4.0,0.0
44.0,13.0,1.0,1.0,2019-06-09,0,0,0,1.0,2019-06-09,0.0,,0.0,,,6,0.0,,0.0,,0.0,,0.0,,2018-08-01,0.0,,0.0,,0.0,,1,0.0,,3.0,0.0,1.0,3.0,0.0,,1.0,1,0,1,1.0,1.0,4.0,4.0,4.0,0,1,0.0,,0,0,0,0,0,0,1,0,0.0,educational,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,7.0,USA ,0.0,,1.0,0.0,,1.0,1.0,6.0,3,1.0,0.0,,99,2019-11-15,20,0,0,0,0,0,1.0,3.0,0.0,0.0,3.0,,0.0,1.0,2019-11-15 15:45:53,3.0,0.0,0.0
23.0,10.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,2,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,1.0,2018-11-01,0.0,0.0,1.0,1.0,0.0,,4.0,0,0,1,0.0,1.0,3.1,3.1,3.1,0,0,0.0,,0,0,0,0,0,0,1,0,0.0,computer science,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,American,0.0,,0.0,1.0,2019-09-18,3.0,1.0,10.0,2,0.0,0.0,,100,2019-07-01,18,0,0,0,0,0,4.0,1.0,0.0,0.0,1.0,,0.0,1.0,2019-11-15 16:26:13,0.0,4.0,1.0
22.0,17.0,1.0,0.0,,0,0,0,1.0,2019-08-13,0.0,,0.0,,,5,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,1.0,0.0,1.0,4.0,0.0,,4.0,0,1,0,1.0,2.0,3.55,3.97,3.93,0,0,0.0,,0,0,0,0,0,0,1,0,0.0,biology and history,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,7.0,Pakistani,0.0,,2.0,0.0,,2.0,1.0,8.0,3,0.0,0.0,,101,,16,0,0,0,0,0,2.0,3.0,0.0,0.0,2.0,2017-05-21,0.0,1.0,2019-11-19 13:12:30,2.0,0.0,0.0
20.0,7.0,0.0,0.0,,0,0,1,1.0,,0.0,,0.0,,,4,0.0,,0.0,,0.0,,0.0,,2018-09-01,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,3.0,0.0,,3.0,0,1,0,0.0,2.0,3.7,3.69,3.69,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,"biochemistry,  american sign language",1.0,2017-09-12,0.0,,0.0,,0.0,,1.0,2017-08-16,1.0,10.0,,0.0,,1.0,0.0,,3.0,0.0,4.0,1,1.0,0.0,,102,2019-11-03,24,0,0,0,0,0,3.0,4.0,1.0,1.0,2.0,,0.0,1.0,2019-11-19 14:05:22,0.0,3.0,0.0
18.0,17.0,0.0,1.0,2018-12-01,0,0,0,1.0,,0.0,,0.0,,,2,0.0,,1.0,2019-10-01,0.0,,0.0,,,0.0,,0.0,,0.0,,1,0.0,,3.0,0.0,1.0,1.0,0.0,,4.0,1,1,0,0.0,2.0,3.8,3.82,3.96,0,0,0.0,,0,0,0,0,0,1,0,0,0.0,biology,0.0,,0.0,,1.0,2018-09-01,0.0,,0.0,,1.0,10.0,American,0.0,,3.0,0.0,,3.0,1.0,12.0,3,1.0,0.0,,103,2019-10-26,19,0,0,0,0,0,2.0,4.0,0.0,1.0,2.0,,0.0,2.0,2019-11-22 17:43:04,3.0,4.0,1.0
18.0,14.0,1.0,0.0,,0,1,0,1.0,2019-11-02,0.0,,0.0,,,1,0.0,,1.0,2019-11-02,0.0,,1.0,2019-11-02,2019-10-12,0.0,,0.0,,0.0,,0,0.0,,2.0,0.0,1.0,3.0,0.0,,4.0,1,1,0,1.0,1.0,3.7,3.7,3.6,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,biomedical engineering,1.0,2019-09-16,0.0,,0.0,,0.0,,0.0,,1.0,7.0,,0.0,,3.0,0.0,,2.0,1.0,7.0,3,0.0,0.0,,104,2019-11-27,17,1,0,0,0,0,2.0,4.0,0.0,1.0,2.0,,1.0,1.0,2019-12-03 14:21:40,2.0,3.0,0.0
20.0,7.0,0.0,0.0,,0,0,0,1.0,,0.0,,0.0,,,1,0.0,,0.0,,0.0,,0.0,,,1.0,2018-07-07,0.0,,0.0,,1,0.0,,2.0,0.0,1.0,4.0,0.0,,5.0,0,0,1,0.0,1.0,,3.7,3.6,0,0,0.0,,0,1,0,0,0,0,0,0,0.0,electrical and computer engineering,0.0,,0.0,,1.0,2019-09-14,0.0,,0.0,,1.0,2.0,Rwandan,0.0,,1.0,0.0,,4.0,0.0,2.0,2,0.0,0.0,,105,2019-10-19,30,0,0,0,0,0,3.0,1.0,0.0,1.0,3.0,,0.0,3.0,2019-12-10 14:40:02,3.0,4.0,0.0
